TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
323_L4_F	ranchet	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the RANCHET family.  @@ This meant that RANCHETS were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other RANCHET will vibrate as well.  @@ In fact, the mention of RANCHETS in Martin 's inventory seems to be the only such example for the Hotteterres. 	1.86	1.125	4	F	violin_flute	89	0.02	0	0.04
323_L6_A	jease	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the JEASE family.  @@ This meant that JEASES were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other JEASE will vibrate as well.  @@ In fact, the mention of JEASES in Martin 's inventory seems to be the only such example for the Hotteterres.  @@ A legacy which earmarks neither thing nor collection (e. g."a JEASE ","£500') is called general.  @@ One performer was a deaf JEASE player who had the habit of playing long after the others had finished. 	3	1.309	6	A	violin_flute	133	0.625	0.707	0.543
323_L6_B	cragle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the CRAGLE family.  @@ This meant that CRAGLES were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other CRAGLE will vibrate as well.  @@ In fact, the mention of CRAGLES in Martin 's inventory seems to be the only such example for the Hotteterres.  @@ A legacy which earmarks neither thing nor collection (e. g."a CRAGLE ","£500') is called general.  @@ One performer was a deaf CRAGLE player who had the habit of playing long after the others had finished. 	2.43	0.904	6	B	violin_flute	133	0.377	0.279	0.475
323_L6_C	crast	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the CRAST family.  @@ This meant that CRASTS were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other CRAST will vibrate as well.  @@ In fact, the mention of CRASTS in Martin 's inventory seems to be the only such example for the Hotteterres.  @@ A legacy which earmarks neither thing nor collection (e. g."a CRAST ","£500') is called general.  @@ One performer was a deaf CRAST player who had the habit of playing long after the others had finished. 	2.14	1.552	6	C	violin_flute	133	0.1795	0.309	0.05
323_L6_D	perple	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the PERPLE family.  @@ This meant that PERPLES were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other PERPLE will vibrate as well.  @@ In fact, the mention of PERPLES in Martin 's inventory seems to be the only such example for the Hotteterres.  @@ A legacy which earmarks neither thing nor collection (e. g."a PERPLE ","£500') is called general.  @@ One performer was a deaf PERPLE player who had the habit of playing long after the others had finished. 	2.43	0.904	6	D	violin_flute	133	0.1315	0	0.263
323_L6_E	ploff	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the PLOFF family.  @@ This meant that PLOFFS were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other PLOFF will vibrate as well.  @@ In fact, the mention of PLOFFS in Martin 's inventory seems to be the only such example for the Hotteterres.  @@ A legacy which earmarks neither thing nor collection (e. g."a PLOFF ","£500') is called general.  @@ One performer was a deaf PLOFF player who had the habit of playing long after the others had finished. 	1.86	1.355	6	E	violin_flute	133	0.071	0	0.142
323_L6_F	gartic	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The Royal Academy of Music is proud of its fine collection of more than 200 stringed instruments from the GARTIC family.  @@ This meant that GARTICS were full width at the base of the sphere, but taper down on the top.  @@ When I play a note on one of them, the corresponding string on the other GARTIC will vibrate as well.  @@ In fact, the mention of GARTICS in Martin 's inventory seems to be the only such example for the Hotteterres.  @@ A legacy which earmarks neither thing nor collection (e. g."a GARTIC ","£500') is called general.  @@ One performer was a deaf GARTIC player who had the habit of playing long after the others had finished. 	1.71	0.881	6	F	violin_flute	133	0.02	0	0.04
324_L2_A	angret	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to ANGRETS.  @@ Because they were the only people in the Islands who ANGRETS instead of bagpipes, they were called Tooters. 	3.43	1.294	2	A	violin_flute	44	0.625	0.707	0.543
324_L2_B	benwesh	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to BENWESHES.  @@ Because they were the only people in the Islands who BENWESHES instead of bagpipes, they were called Tooters. 	3.57	1.05	2	B	violin_flute	44	0.377	0.279	0.475
324_L2_C	alden	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to ALDENS.  @@ Because they were the only people in the Islands who ALDENS instead of bagpipes, they were called Tooters. 	2.71	1.278	2	C	violin_flute	44	0.1795	0.309	0.05
324_L2_D	swant	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to SWANTS.  @@ Because they were the only people in the Islands who SWANTS instead of bagpipes, they were called Tooters. 	3.43	1.678	2	D	violin_flute	44	0.1315	0	0.263
324_L2_E	mongor	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to MONGORS.  @@ Because they were the only people in the Islands who MONGORS instead of bagpipes, they were called Tooters. 	1.86	1.355	2	E	violin_flute	44	0.071	0	0.142
324_L2_F	chalt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to CHALTS.  @@ Because they were the only people in the Islands who CHALTS instead of bagpipes, they were called Tooters. 	1.71	1.385	2	F	violin_flute	44	0.02	0	0.04
324_L4_A	gandle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to GANDLES.  @@ Because they were the only people in the Islands who GANDLES instead of bagpipes, they were called Tooters.  @@ At one time each chair in the GANDLE section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped GANDLE with a discernible twelfth in the tone. 	3.43	1.591	4	A	violin_flute	88	0.625	0.707	0.543
324_L4_B	screth	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to SCRETHS.  @@ Because they were the only people in the Islands who SCRETHS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the SCRETH section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped SCRETH with a discernible twelfth in the tone. 	2.57	1.178	4	B	violin_flute	88	0.377	0.279	0.475
324_L4_C	arratch	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to ARRATCHES.  @@ Because they were the only people in the Islands who ARRATCHES instead of bagpipes, they were called Tooters.  @@ At one time each chair in the ARRATCH section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped ARRATCH with a discernible twelfth in the tone. 	1.86	0.99	4	C	violin_flute	88	0.1795	0.309	0.05
324_L4_D	crish	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to CRISHES.  @@ Because they were the only people in the Islands who CRISHES instead of bagpipes, they were called Tooters.  @@ At one time each chair in the CRISH section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped CRISH with a discernible twelfth in the tone. 	2	1.069	4	D	violin_flute	88	0.1315	0	0.263
324_L4_E	plara	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to PLARAS.  @@ Because they were the only people in the Islands who PLARAS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the PLARA section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped PLARA with a discernible twelfth in the tone. 	1.57	1.05	4	E	violin_flute	88	0.071	0	0.142
324_L4_F	woislood	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to WOISLOODS.  @@ Because they were the only people in the Islands who WOISLOODS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the WOISLOOD section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped WOISLOOD with a discernible twelfth in the tone. 	1.71	0.881	4	F	violin_flute	88	0.02	0	0.04
324_L6_A	tuscle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to TUSCLES.  @@ Because they were the only people in the Islands who TUSCLES instead of bagpipes, they were called Tooters.  @@ At one time each chair in the TUSCLE section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped TUSCLE with a discernible twelfth in the tone.  @@ They shared a love of music; Jeanne played the TUSCLE more than competently; Bach was a favourite composer.  @@ From time to time the sound of the TUSCLE stopped, and Gabriel came out of his hut to check his sheep. 	3.57	1.498	6	A	violin_flute	132	0.625	0.707	0.543
324_L6_B	corcon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to CORCONS.  @@ Because they were the only people in the Islands who CORCONS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the CORCON section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped CORCON with a discernible twelfth in the tone.  @@ They shared a love of music; Jeanne played the CORCON more than competently; Bach was a favourite composer.  @@ From time to time the sound of the CORCON stopped, and Gabriel came out of his hut to check his sheep. 	2.29	1.03	6	B	violin_flute	132	0.377	0.279	0.475
324_L6_C	hombuar	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to HOMBUARS.  @@ Because they were the only people in the Islands who HOMBUARS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the HOMBUAR section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped HOMBUAR with a discernible twelfth in the tone.  @@ They shared a love of music; Jeanne played the HOMBUAR more than competently; Bach was a favourite composer.  @@ From time to time the sound of the HOMBUAR stopped, and Gabriel came out of his hut to check his sheep. 	1.43	0.728	6	C	violin_flute	132	0.1795	0.309	0.05
324_L6_D	xennild	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to XENNILDS.  @@ Because they were the only people in the Islands who XENNILDS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the XENNILD section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped XENNILD with a discernible twelfth in the tone.  @@ They shared a love of music; Jeanne played the XENNILD more than competently; Bach was a favourite composer.  @@ From time to time the sound of the XENNILD stopped, and Gabriel came out of his hut to check his sheep. 	1.86	0.99	6	D	violin_flute	132	0.1315	0	0.263
324_L6_E	scoom	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to SCOOMS.  @@ Because they were the only people in the Islands who SCOOMS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the SCOOM section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped SCOOM with a discernible twelfth in the tone.  @@ They shared a love of music; Jeanne played the SCOOM more than competently; Bach was a favourite composer.  @@ From time to time the sound of the SCOOM stopped, and Gabriel came out of his hut to check his sheep. 	1.57	1.05	6	E	violin_flute	132	0.071	0	0.142
324_L6_F	furgap	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	Its high register gives brilliance and point when doubling at the octave phrases allotted to other wind instruments or to FURGAPS.  @@ Because they were the only people in the Islands who FURGAPS instead of bagpipes, they were called Tooters.  @@ At one time each chair in the FURGAP section was the concertmaster of a leading motion picture studio orchestra.  @@ (New) QUINTONE (Resonance: Vox & Corona: Great) A stopped FURGAP with a discernible twelfth in the tone.  @@ They shared a love of music; Jeanne played the FURGAP more than competently; Bach was a favourite composer.  @@ From time to time the sound of the FURGAP stopped, and Gabriel came out of his hut to check his sheep. 	1.71	1.03	6	F	violin_flute	132	0.02	0	0.04
325_L2_A	famron	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The bottom five notes or so of FAMRONS can be enriched by adding a bassoon or two in unison.  @@ ' This FAMRON is a very simple instrument-in its basis is a pipe with seven holes and a whistle. 	2.43	1.498	2	A	violin_flute	41	0.625	0.707	0.543
325_L2_B	snoottle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The bottom five notes or so of SNOOTTLES can be enriched by adding a bassoon or two in unison.  @@ ' This SNOOTTLE is a very simple instrument-in its basis is a pipe with seven holes and a whistle. 	2.86	1.245	2	B	violin_flute	41	0.377	0.279	0.475
325_L2_C	ackom	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The bottom five notes or so of ACKOMS can be enriched by adding a bassoon or two in unison.  @@ ' This ACKOM is a very simple instrument-in its basis is a pipe with seven holes and a whistle. 	1.86	1.125	2	C	violin_flute	41	0.1795	0.309	0.05
325_L2_D	staunt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The bottom five notes or so of STAUNTS can be enriched by adding a bassoon or two in unison.  @@ ' This STAUNT is a very simple instrument-in its basis is a pipe with seven holes and a whistle. 	2.29	1.278	2	D	violin_flute	41	0.1315	0	0.263
325_L2_E	sourn	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The bottom five notes or so of SOURNS can be enriched by adding a bassoon or two in unison.  @@ ' This SOURN is a very simple instrument-in its basis is a pipe with seven holes and a whistle. 	2.57	1.841	2	E	violin_flute	41	0.071	0	0.142
325_L2_F	courn	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The bottom five notes or so of COURNS can be enriched by adding a bassoon or two in unison.  @@ ' This COURN is a very simple instrument-in its basis is a pipe with seven holes and a whistle. 	1.29	0.452	2	F	violin_flute	41	0.02	0	0.04
325_L4_A	ficle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The bottom five notes or so of FICLES can be enriched by adding a bassoon or two in unison.  @@ ' This FICLE is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your FICLE so it 's totally self-contained.  @@ The harmonic FICLE has a full, cloying tone; while the octave is quiet, almost aetherial, in character. 	2.57	1.178	4	A	violin_flute	81	0.625	0.707	0.543
325_L4_B	furgap	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The bottom five notes or so of FURGAPS can be enriched by adding a bassoon or two in unison.  @@ ' This FURGAP is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your FURGAP so it 's totally self-contained.  @@ The harmonic FURGAP has a full, cloying tone; while the octave is quiet, almost aetherial, in character. 	2.43	0.728	4	B	violin_flute	81	0.377	0.279	0.475
325_L4_C	debim	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The bottom five notes or so of DEBIMS can be enriched by adding a bassoon or two in unison.  @@ ' This DEBIM is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your DEBIM so it 's totally self-contained.  @@ The harmonic DEBIM has a full, cloying tone; while the octave is quiet, almost aetherial, in character. 	1.57	0.904	4	C	violin_flute	81	0.1795	0.309	0.05
325_L4_D	spight	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The bottom five notes or so of SPIGHTS can be enriched by adding a bassoon or two in unison.  @@ ' This SPIGHT is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your SPIGHT so it 's totally self-contained.  @@ The harmonic SPIGHT has a full, cloying tone; while the octave is quiet, almost aetherial, in character. 	1.57	0.728	4	D	violin_flute	81	0.1315	0	0.263
325_L4_E	minscrel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The bottom five notes or so of MINSCRELS can be enriched by adding a bassoon or two in unison.  @@ ' This MINSCREL is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your MINSCREL so it 's totally self-contained.  @@ The harmonic MINSCREL has a full, cloying tone; while the octave is quiet, almost aetherial, in character. 	1.29	0.7	4	E	violin_flute	81	0.071	0	0.142
325_L4_F	sprail	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The bottom five notes or so of SPRAILS can be enriched by adding a bassoon or two in unison.  @@ ' This SPRAIL is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your SPRAIL so it 's totally self-contained.  @@ The harmonic SPRAIL has a full, cloying tone; while the octave is quiet, almost aetherial, in character. 	2.43	1.4	4	F	violin_flute	81	0.02	0	0.04
325_L6_A	whitveck	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The bottom five notes or so of WHITVECKS can be enriched by adding a bassoon or two in unison.  @@ ' This WHITVECK is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your WHITVECK so it 's totally self-contained.  @@ The harmonic WHITVECK has a full, cloying tone; while the octave is quiet, almost aetherial, in character.  @@ But the Mozart, in spite of Elizabeth Layton 's elegant WHITVECK playing, was dull.  @@ His attention was drawn instead to a small shiny figure on a bookshelf brandishing a WHITVECK, a rattle and an outsized erection. 	3.14	1.245	6	A	violin_flute	122	0.625	0.707	0.543
325_L6_B	vavella	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The bottom five notes or so of VAVELLAS can be enriched by adding a bassoon or two in unison.  @@ ' This VAVELLA is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your VAVELLA so it 's totally self-contained.  @@ The harmonic VAVELLA has a full, cloying tone; while the octave is quiet, almost aetherial, in character.  @@ But the Mozart, in spite of Elizabeth Layton 's elegant VAVELLA playing, was dull.  @@ His attention was drawn instead to a small shiny figure on a bookshelf brandishing a VAVELLA, a rattle and an outsized erection. 	2	1.195	6	B	violin_flute	122	0.377	0.279	0.475
325_L6_C	mistan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The bottom five notes or so of MISTANS can be enriched by adding a bassoon or two in unison.  @@ ' This MISTAN is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your MISTAN so it 's totally self-contained.  @@ The harmonic MISTAN has a full, cloying tone; while the octave is quiet, almost aetherial, in character.  @@ But the Mozart, in spite of Elizabeth Layton 's elegant MISTAN playing, was dull.  @@ His attention was drawn instead to a small shiny figure on a bookshelf brandishing a MISTAN, a rattle and an outsized erection. 	2.71	1.578	6	C	violin_flute	122	0.1795	0.309	0.05
325_L6_D	sepple	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The bottom five notes or so of SEPPLES can be enriched by adding a bassoon or two in unison.  @@ ' This SEPPLE is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your SEPPLE so it 's totally self-contained.  @@ The harmonic SEPPLE has a full, cloying tone; while the octave is quiet, almost aetherial, in character.  @@ But the Mozart, in spite of Elizabeth Layton 's elegant SEPPLE playing, was dull.  @@ His attention was drawn instead to a small shiny figure on a bookshelf brandishing a SEPPLE, a rattle and an outsized erection. 	2	1.414	6	D	violin_flute	122	0.1315	0	0.263
325_L6_E	rereft	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The bottom five notes or so of REREFTS can be enriched by adding a bassoon or two in unison.  @@ ' This REREFT is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your REREFT so it 's totally self-contained.  @@ The harmonic REREFT has a full, cloying tone; while the octave is quiet, almost aetherial, in character.  @@ But the Mozart, in spite of Elizabeth Layton 's elegant REREFT playing, was dull.  @@ His attention was drawn instead to a small shiny figure on a bookshelf brandishing a REREFT, a rattle and an outsized erection. 	2	1.309	6	E	violin_flute	122	0.071	0	0.142
325_L6_F	fupple	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The bottom five notes or so of FUPPLES can be enriched by adding a bassoon or two in unison.  @@ ' This FUPPLE is a very simple instrument-in its basis is a pipe with seven holes and a whistle.  @@ It has a built-in microphone which"listens"to your FUPPLE so it 's totally self-contained.  @@ The harmonic FUPPLE has a full, cloying tone; while the octave is quiet, almost aetherial, in character.  @@ But the Mozart, in spite of Elizabeth Layton 's elegant FUPPLE playing, was dull.  @@ His attention was drawn instead to a small shiny figure on a bookshelf brandishing a FUPPLE, a rattle and an outsized erection. 	2.71	1.75	6	F	violin_flute	122	0.02	0	0.04
326_L2_A	derrind	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The curve for human hair, and a curve obtained for a horse hair from a DERRIND bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the DERRIND being far preferable at that altitude. 	2.71	1.161	2	A	violin_flute	41	0.625	0.707	0.543
326_L2_B	canbim	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The curve for human hair, and a curve obtained for a horse hair from a CANBIM bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the CANBIM being far preferable at that altitude. 	2.14	0.833	2	B	violin_flute	41	0.377	0.279	0.475
326_L2_C	glirt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The curve for human hair, and a curve obtained for a horse hair from a GLIRT bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the GLIRT being far preferable at that altitude. 	1.86	1.125	2	C	violin_flute	41	0.1795	0.309	0.05
326_L2_D	pariny	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The curve for human hair, and a curve obtained for a horse hair from a PARINY bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the PARINY being far preferable at that altitude. 	1.57	0.904	2	D	violin_flute	41	0.1315	0	0.263
326_L2_E	atrad	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The curve for human hair, and a curve obtained for a horse hair from an ATRAD bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the ATRAD being far preferable at that altitude. 	1	0	2	E	violin_flute	41	0.071	0	0.142
326_L2_F	pobble	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The curve for human hair, and a curve obtained for a horse hair from a POBBLE bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the POBBLE being far preferable at that altitude. 	1.71	1.161	2	F	violin_flute	41	0.02	0	0.04
326_L4_A	chengee	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harp.jpg	The curve for human hair, and a curve obtained for a horse hair from a CHENGEE bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the CHENGEE being far preferable at that altitude.  @@ One of the guys has a CHENGEE that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the CHENGEE and Montanus'illustration of the lyre. 	4.29	0.7	4	A	violin_flute	80	0.625	0.707	0.543
326_L4_B	heppe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/drum.jpg	The curve for human hair, and a curve obtained for a horse hair from a HEPPE bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the HEPPE being far preferable at that altitude.  @@ One of the guys has a HEPPE that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the HEPPE and Montanus'illustration of the lyre. 	2.43	1.4	4	B	violin_flute	80	0.377	0.279	0.475
326_L4_C	denon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/racquet.jpg	The curve for human hair, and a curve obtained for a horse hair from a DENON bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the DENON being far preferable at that altitude.  @@ One of the guys has a DENON that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the DENON and Montanus'illustration of the lyre. 	1.57	1.05	4	C	violin_flute	80	0.1795	0.309	0.05
326_L4_D	screth	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/colander.jpg	The curve for human hair, and a curve obtained for a horse hair from a SCRETH bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the SCRETH being far preferable at that altitude.  @@ One of the guys has a SCRETH that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the SCRETH and Montanus'illustration of the lyre. 	2	1.195	4	D	violin_flute	80	0.1315	0	0.263
326_L4_E	cragle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/rocket.jpg	The curve for human hair, and a curve obtained for a horse hair from a CRAGLE bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the CRAGLE being far preferable at that altitude.  @@ One of the guys has a CRAGLE that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the CRAGLE and Montanus'illustration of the lyre. 	2.14	0.99	4	E	violin_flute	80	0.071	0	0.142
326_L4_F	zeasot	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	The curve for human hair, and a curve obtained for a horse hair from a ZEASOT bow are shown below.  @@ From upwards its tone becomes thin and rather unsatisfactory, the ZEASOT being far preferable at that altitude.  @@ One of the guys has a ZEASOT that has Robert Duncans name on it along with the year 1742.  @@ Although similar, one notices Athenagoras'illustration of the ZEASOT and Montanus'illustration of the lyre. 	1.57	0.728	4	F	violin_flute	80	0.02	0	0.04
